2|1211|Public
50|$|Kay writes {{extensively}} for stage (in 1988 {{her play}} Twice Over {{was the first}} by a Black writer to be produced by Gay Sweatshop Theatre <b>Group),</b> <b>screen</b> and for children. Her drama The Lamplighter is {{an exploration of the}} Atlantic slave trade. It was broadcast on BBC Radio 3 in March 2007 and published in poem form in 2008.|$|E
40|$|Current {{research}} in screen design for human computer interaction {{has demonstrated that}} user task performance is influenced by placement, prompting methodology, and screen complexity. To assess {{the difference between a}} grouped item screen prompt and a series of single item screen prompts, a field experiment in a semiconductor manufacturing facility was designed. Subjects were {{randomly assigned to one of}} two groups to use a data entry system. Seven of the screen prompts differed between the two groups. During the four weeks of the study, a significant difference was measured between groups. The <b>group</b> <b>screen</b> users had lower task times for all four weeks. No significant correlation exists between work experience, performance review scores, or designated work shift. A strong negative correlation exists between frequency of system usage and task time. No difference was noted for measured errors. Subjective scores significantly favored the <b>group</b> <b>screen</b> design...|$|E
40|$|In {{this paper}} we {{evaluate}} {{the performance of}} step-wise <b>group</b> <b>screening</b> designs in which group-factors contain {{an equal number of}} factors in the initial step.   A usual assumption in <b>group</b> <b>screening</b> designs is that the directions of possible effects are known a-priori. In practice, however, this assumption is unreasonable. We shall examine step-wise <b>group</b> <b>screening</b> designs without errors in observations when this assumption is relaxed. We shall consider cancellations of effects within group-factors. The performance of step-wise group-screening designs shall then be compared with the performance of multistage <b>group</b> <b>screening</b> designs...|$|R
40|$|An {{approach}} to <b>group</b> <b>screening</b> for reading disability in children beginning first grade {{was developed and}} validated. The <b>group</b> <b>screening</b> procedure was subsequently administered to 1732 children beginning first grade, who were then taught reading by either a linguistic, special alphabet, or look-say method. At the end of first grade, children were tested for reading skills, and correlations were computed between <b>group</b> <b>screening</b> predictor variables and subsequent reading acquisition, by each teach-ing method. Significant relationships were ob-tained between screening predictors and ulti-mate reading skills, and for the interactions of certain screening predictors and teachin...|$|R
40|$|Screening is {{the process}} of sifting through a set of factors through {{experimentation}} to determine the few important factors that have a substantial effect on a response. When the set of factors is large and interactions are anticipated, screening methods using single fractional factorial designs may require too many observations to be feasible. The methodology of two-stage <b>group</b> <b>screening</b> has been suggested as an alternative. This article gives the first description of practical aspects involved in running a two-stage <b>group</b> <b>screening</b> experiment for investigating interactions. Issues involved in the design and analysis of such an experiment are discussed {{in the context of a}} study run at Jaguar Cars on cold start optimization. The analysis of this experiment provides insight into how <b>group</b> <b>screening</b> works in practice and how the factorial effects of the individual factors relate to those of the grouped factors. Elicitation of information from subject specialists, choice of factor groups, and selection of designs for two-stage <b>group</b> <b>screening</b> are discussed. Through the analysis of the experimental data, it is shown that the process of <b>group</b> <b>screening</b> can provide an efficient method of detecting interactions among large numbers of factors...|$|R
40|$|<b>Group</b> <b>screening</b> is a {{technique}} for examining {{a large number of}} factors in order to discover the few factors that have important influences on a measured response. In two-stage <b>group</b> <b>screening,</b> factors are assigned to groups and new ``grouped factors'' are investigated in a first stage experiment by varying all the factor values within a group simultaneously. The factors within those groups identified as important are then investigated individually in a second stage experiment. This paper describes theory and software that allows investigation of <b>group</b> <b>screening</b> in the presence of unequal-sized groups of factors in the first stage experiment and different probabilities of the various main effects and interactions being important (or active). Examples are given to show how the results can be used in practice to guide the choice of the number and sizes of the groups and to investigate {{the advantages and disadvantages of}} different <b>group</b> <b>screening</b> strategies...|$|R
5000|$|Fire & Water | single-channel movie | <b>group</b> <b>screening</b> | “HearteartH 2015” {{presented}} at Group Global 3000, Berlin-Germany (2016); ...|$|R
5000|$|Fire & Water | single-channel movie | <b>group</b> <b>screening</b> | “HearteartH” Cel-AV - The Kovinent Vice Video, Barcelona-Spain (2015); ...|$|R
5000|$|Containers | single-channel movie | <b>group</b> <b>screening</b> | “The 90 Second” WUFF - Winnipeg Underground Film Festival, Winnipeg-MB (2013); ...|$|R
5000|$|SIGHTINGS | single-channel movie | <b>group</b> <b>screening</b> | Official Selection “FFF 2014 Experimental Films” - Fargo Film Festival, Fargo-ND (2014); ...|$|R
5000|$|Altar of Sacrifice [...] | single-channel movie | <b>group</b> <b>screening</b> | “Shadow Challenge” Media Arts Centre - ED Video, Guelph-ON (2011); ...|$|R
5000|$|Circumstantial Evidence - Part 1 | single-channel movie | <b>group</b> <b>screening</b> | “Filmpool Premiere Screening” - Saskatchewan Filmpool Cooperative, Regina-SK (2010); ...|$|R
5000|$|Circumstantial Evidence, Part 2 [...] | single-channel movie | <b>group</b> <b>screening</b> | “Filmpool Premiere 2011” - Saskatchewan Filmpool Cooperative, Regina-SK (2011); ...|$|R
5000|$|Orbit | single-channel movie | <b>group</b> <b>screening</b> | Official Selection “The 90 Second” WUFF - Winnipeg Underground Film Festival, Winnipeg-MB (2017); ...|$|R
5000|$|Burning Farm House | single-channel movie | <b>group</b> <b>screening</b> | Mann Art Gallery - Reel Rave International Film Festival, Waskesiu Lake-SK (2009); ...|$|R
5000|$|Fire & Water | single-channel movie | <b>group</b> <b>screening</b> | “HearteartH 2015” {{presented}} at Power Station - Berliner Liste 2016, Berlin-Germany (2016); ...|$|R
5000|$|Fire & Water | single-channel movie | <b>group</b> <b>screening</b> | “HearteartH 2015” Videoart Project {{presented}} - VisualcontainerTV International Videoart WebTV, Berlin-Germany (2016); ...|$|R
5000|$|Prairie Grizzly {{talks with}} Kent | single-channel movie | <b>group</b> <b>screening</b> | “The 90 Second” - Winnipeg Underground Film Festival, Winnipeg-MB (2015); ...|$|R
5000|$|SIGHTINGS | single-channel movie | <b>group</b> <b>screening</b> | Official Selection “Shorts Program 9: Wants Mired” - 22nd Chicago Underground Film Festival, Chicago-IL (2014); ...|$|R
5000|$|Accelerated | single-channel movie | <b>group</b> <b>screening</b> | “Paradox of Technology and Sustainability Film Series” Film Harbourfront Series - Planet in Focus, Toronto-ON (2007); ...|$|R
5000|$|Circumstantial Evidence, Part 3 [...] | single-channel movie | <b>group</b> <b>screening</b> | Mann Art Gallery - Reel Rave International Film Festival, Waskesiu Lake-SK (2011); ...|$|R
5000|$|SIGHTINGS | single-channel movie | <b>group</b> <b>screening</b> | Official Selection [...] "Shorts Program" [...] 3rd Annaul Zero Film Festival Canada, Montreal-QC | Toronto-ON (2014); ...|$|R
5000|$|Containers | single-channel movie | <b>group</b> <b>screening</b> | “All About Work” Parallel Screening Athens Historic Center of Kalamata - Art Video Festival Miden, Kalamata-Greece (2013); ...|$|R
5000|$|Circumstantial Evidence, Part 1 [...] | single-channel movie | <b>group</b> <b>screening</b> | “Celebration of BC Media Art” Victoria Event Centre - Media Net, Victoria-BC (2011); ...|$|R
