0|10000|Public
30|$|After {{initiation}} of extracorporeal support, blood <b>flow</b> and sweep <b>gas</b> <b>flow</b> are <b>adjusted</b> to achieve target values of arterial oxygen (PaO 2), pH, {{and carbon dioxide}} (PaCO 2) partial pressures. Titrating these ECMO settings can involve multiple steps because, frequently, the initially chosen parameters will not produce the desired result in terms of blood gases, leading {{to at least one}} more cycle of parameter change and blood gas analysis. The whole process has to be repeated whenever the patient condition changes. As a consequence of its lower solubility and lower volume of distribution throughout multiple compartments, PaO 2 reaches equilibrium much sooner than PaCO 2 [10]. Therefore, in order to optimize the frequency of changes in ECMO settings, it would be of utmost importance to know how long it takes for CO 2 to equilibrate after ECMO support initiation or any parameter change.|$|R
50|$|A typical (parallel plate) RIE system {{consists}} of a cylindrical vacuum chamber, with a wafer platter situated in the bottom portion of the chamber. The wafer platter is electrically isolated {{from the rest of}} the chamber. Gas enters through small inlets in the top of the chamber, and exits to the vacuum pump system through the bottom. The types and amount of gas used vary depending upon the etch process; for instance, sulfur hexafluoride is commonly used for etching silicon. Gas pressure is typically maintained in a range between a few millitorr and a few hundred millitorr by <b>adjusting</b> <b>gas</b> <b>flow</b> rates and/or <b>adjusting</b> an exhaust orifice.|$|R
40|$|SummaryBackgroundVentilatory muscle {{endurance}} training (VMET) involves increasing {{minute ventilation}} (V˙E) against a low flow resistance at rest {{to simulate the}} hyperpnea of exercise. Ideally, VMET must maintain normocapnia {{over a wide range}} of V˙E. This can be achieved by providing a constant fresh <b>gas</b> <b>flow</b> to a sequential rebreathing circuit. The challenge to make VMET suitable for home use is to provide a source of constant fresh <b>gas</b> <b>flow</b> to the circuit without resorting to compressed gas. MethodsOur VMET circuit was based on a commercial sequential gas delivery breathing circuit (Pulmanex Hi-Ox, Viasys Healthcare, Yorba Linda, CA USA). Airflow was provided either by a small battery-driven aquarium air pump or by the entrainment of air down a pressure gradient created by the recoil of a hanging bellows that was charged during each inhalation. In each case, fresh <b>gas</b> <b>flow</b> was <b>adjusted</b> to be just less than resting V˙E. Eight subjects then breathed from the circuit for three 10 min periods consisting of relaxed breathing, breathing at 20 and then at 40 L/min. We monitored V˙E, end-tidal PCO 2 (PetCO 2) and hemoglobin O 2 saturation (SpO 2). ResultsDuring hyperpnea at 20 and 40 L/min, PetCO 2 did not differ significantly from resting levels with either method of supplying fresh gas. SpO 2 remained greater than 96 % during all tests. ConclusionIsocapnic VMET can be reliably accomplished with a simple self-regulating, sequential rebreathing circuit without the use of compressed gas...|$|R
40|$|The {{growth of}} yeast cells to high densities at low, but constant, oxygen {{concentrations}} {{is difficult because}} the cells themselves respire oxygen; hence, as cell mass increases, so does oxygen consumption. To circumvent this problem, we have designed a system consisting of a computer-controlled <b>gas</b> <b>flow</b> train that <b>adjusts</b> oxygen concentration in the <b>gas</b> <b>flow</b> to match cellular demand. It does this by using a proportional-integral-differential algorithm {{in conjunction with a}} three-way valve to mix two gases, adjusting their proportions to maintain the desired oxygen concentration. By modeling yeast cell yields at intermediate to low oxygen concentrations, we have found that cellular respiration declines with oxygen concentration, most likely because of a decrease in the expression of genes for respiratory proteins. These lowered rates of oxygen consumption, together with the <b>gas</b> <b>flow</b> system described here, allow the growth of yeast cells to high densities at low oxygen concentrations. This system {{can also be used to}} grow cells at any desired oxygen concentration and for regulated shifts between oxygen concentrations...|$|R
40|$|An {{aluminium}} alloy was sintered using a conventional press and sinter process, at various gas pressures, {{to observe the}} effect of sintering gas pressure on the densification rate. Compacts of {{aluminium alloy}} 2712 (Al- 3. 8 Cu- 1 Mg- 0. 7 Si- 0. 1 Sn) were prepared from elemental powders and sintered in a horizontal tube furnace under nitrogen or argon at 590 C for up to 60 minutes, and air cooled. The <b>gas</b> <b>flow</b> was <b>adjusted</b> to achieve specific gas pressures in the furnace. It {{has been found that}} increasing the nitrogen pressure at the stag of the isothermal holding stage to 160 kPa increased the densification rate compared to standard atmospheric pressure sintering. Increasing the nitrogen pressure further, up to 600 kPa, had no additional benefit. The densification rate was increased significantly by increasing the gas pressure to 600 kPa during both heating and isothermal holding. Under argon the elevated pressure did not increase the densification rate. Results seem to suggest that the beneficial effect of the elevated pressure on the rate of densification is related to nitride formation...|$|R
40|$|The first {{commercial}} bottom blown oxygen copper smelting furnace has been installed and operated at Dongying Fangyuan Nonferrous Metals since 2008. Significant advantages {{have been demonstrated}} in this technology mainly due to its bottom blown oxygen-enriched gas. In this study, a scaled-down 1 : 12 model {{was set up to}} simulate the flow behavior for understanding the mixing phenomena in the furnace. A single lance was {{used in the present study}} for gas blowing to establish a reliable research technique and quantitative characterisation of the mixing behavior. Operating parameters such as horizontal distance from the blowing lance, detector depth, bath height, and <b>gas</b> <b>flow</b> rate were <b>adjusted</b> to investigate the mixing time under different conditions. It was found that when the horizontal distance between the lance and detector is within an effective stirring range, the mixing time decreases slightly with increasing the horizontal distance. Outside this range, the mixing time was found to increase with increasing the horizontal distance and it is more significant on the surface. The mixing time always decreases with increasing <b>gas</b> <b>flow</b> rate and bath height. An empirical relationship of mixing time as functions of <b>gas</b> <b>flow</b> rate and bath height has been established first time for the horizontal bottom blowing furnace...|$|R
40|$|In {{order to}} achieve rapid, automatic, and {{efficient}} extraction for trace chemicals from samples, a system of gas-purged headspace liquid phase microextraction (GP-HS-LPME) has been researched and developed based on the original HS-LPME technique. In this system, semiconductor condenser and heater, whose refrigerating and heating temperatures were controlled by microcontroller, were designed to cool the extraction solvent and to heat the sample, respectively. Besides, inert <b>gas,</b> whose <b>gas</b> <b>flow</b> rate was <b>adjusted</b> by mass <b>flow</b> controller, was continuously introduced into and discharged from the system. Under optimized parameters, extraction experiments were performed, respectively, using GP-HS-LPME system and original HS-LPME technique for enriching volatile and semivolatile target compounds from {{the same kind of}} sample of 15 PAHs standard mixture. GC-MS analysis results for the two experiments indicated that a higher enrichment factor was obtained from GP-HS-LPME. The enrichment results demonstrate that GP-HS-LPME system is potential in determination of volatile and semivolatile analytes from various kinds of samples...|$|R
40|$|Hybrid particle–continuum {{computational}} frameworks {{permit the}} simulation of <b>gas</b> <b>flows</b> by locally <b>adjusting</b> the {{resolution to the}} degree of non-equilibrium displayed by the flow in different regions of space and time. In this work, we present a new scheme that couples the direct simulation Monte Carlo (DSMC) with the lattice Boltzmann (LB) method in the limit of isothermal flows. The former handles strong non-equilibrium effects, as they typically occur in the vicinity of solid boundaries, whereas the latter {{is in charge of the}} bulk flow, where non-equilibrium can be dealt with perturbatively, i. e. according to Navier–Stokes hydrodynamics. The proposed concurrent multiscale method is applied to the dilute <b>gas</b> Couette <b>flow,</b> showing major computational gains when compared with the full DSMC scenarios. In addition, it is shown that the coupling with LB in the bulk flow can speed up the DSMC treatment of the Knudsen layer with respect to the full DSMC case. In other words, LB acts as a DSMC accelerator. 3 ̆cbr/ 3 ̆e 3 ̆cbr/ 3 ̆eThis article is part of the themed issue ‘Multiscale modelling at the physics–chemistry–biology interface’ 3 ̆cbr/ 3 ̆...|$|R
40|$|Trace element {{determination}} in seawater is analytically challenging {{due to the}} typically {{very low}} concentrations of the trace elements and the potential interference of the salt matrix. A common way to address {{the challenge is to}} pre-concentrate the trace elements on a chelating resin, then rinse the matrix elements from the resin and subsequently elute and detect the trace elements using inductively coupled plasma mass spectrometry (ICP-MS). This technique typically involves time-consuming pre-treatment of the samples for ‘off-line’ analyses or complicated sample introduction systems involving several pumps and valves for ‘on-line’ analyses. As an alternative, the following method offers a simple method for ‘on-line’ analyses of seawater by ICP-MS. As opposed to previous methods, excess seawater was pumped through the nebulizer of the ICP-MS during the pre-concentration step but the <b>gas</b> <b>flow</b> was <b>adjusted</b> so that the seawater was pumped out as waste without being sprayed into the instrument. Advantages of the method include: • Simple and convenient analyses of seawater requiring no changes to the ‘standard’ sample introduction system except from a resin-filled micro-column connected to the sample tube. The ‘standard’ sample introduction system refers to that used for routine digest-solution analyses of biota and sediment by ICP-MS using only one peristaltic pump; and • Accurate determination of the elements V, Mn, Co, Ni, Cu, Zn, Cd and Pb in a range of different seawater matrices verified by participation in 6 successive rounds of the international laboratory intercalibration program QUASIMEME...|$|R
40|$|A {{remote control}} system is {{designed}} to achieve the stable and economical operation of far-infrared laser interferometer on the EAST Machine (Experimental Advanced Superconducting Tokamak). Based on the PLC controller, the system is set up as two parts: <b>gas</b> <b>flow</b> control for <b>adjusting</b> working gas, feedback control for stabilizing output power of the laser. We demonstrate the feasibility that, according to the need of experiment, the working gas ratio mode can be changed {{in order to save}} gas (CD 4) instead of keeping a single-mode ratio. Meanwhile ， the changes of the output power and power supply of the laser have been measured due to the mode conversion. The output power of the DCN laser, as a laser source, is influenced by a number of parameters, especially the gas ratio and a variety of disturbances. Therefore, the feedback control system has been developed to make the laser power stable near the maximum available power. The whole system has been applied to the DCN laser, and has been proved to be effective. ...|$|R
