22|6|Public
40|$|The ion {{transfer}} of acetylcholine (AcH+) ions across the unmodified and phospholipid-modified waterj 1, 2 - dichloroethane (<b>DCE)</b> <b>interface</b> {{has been studied}} by means of square-wave and cyclic voltammetry, {{as well as by}} electrochemical impedance spectroscopy. After being transferred in the organic phase, the AcH+ ions undergo chemical reactions with the phospholipids. The overall behavior of the experimental system studied in the presence of phospholipids has been compared with the theoretical results of an ECrev reaction. The kinetic parameters of the chemical interactions between AcH+ and the phospholipids have been determined from the voltammetric and impedance measurements. Additional characterization of those interactions has been made by using the surface tension measurements...|$|E
40|$|Molecular electrocatalysis for oxygen {{reduction}} at a polarized water/ 1, 2 -dichloroethane (<b>DCE)</b> <b>interface</b> was studied, involving aqueous protons, ferrocene (Fc) in DCE and amphiphilic cobalt porphyrin catalysts adsorbed at the interface. The catalyst, (2, 8, 13, 17 -tetraethyl- 3, 7, 12, 18 -tetramethyl- 5 -p-aminophenylporphyrin) cobalt(II) (CoAP), functions like conventional cobalt porphyrins, activating O 2 via coordination by {{the formation}} of a superoxide structure. Furthermore, due to the hydrophilic nature of the aminophenyl group, CoAP has a strong affinity for the water/DCE interface as evidenced by lipophilicity mapping calculations and surface tension measurements, facilitating the protonation of the CoAP-O 2 complex and its reduction by ferrocene. The reaction is electrocatalytic as its rate depends on the applied Galvani potential difference between the two phases...|$|E
40|$|Interfacial {{behavior}} of the fourth generation polyamidoamine (G 4 PAMAM) dendrimer at the water| 1, 2 -dichloroethane (<b>DCE)</b> <b>interface</b> was studied by the cyclic voltammetry and the potential modulated fluorescence (PMF) spectroscopy. The irregular voltammetric responses were observed at positively polarized interfaces. Cyclic voltammogram was strongly dependent on pH and concentrations of G 4 PAMAM dendrimer and organic supporting electrolyte. PMF spectroscopy was successfully used for analyzing the interfacial mechanism of the dendrimer by adding an anionic porphyrin derivative as a fluorescent probe. Results of the PMF measurements demonstrated that G 4 PAMAM dendrimer was transferred across the interface accompanied by its adsorption step at pH 7, while, in the alkaline condition, the adsorption process was not apparently involved in the interfacial behavior...|$|E
40|$|The potential-induced {{accumulation}} of electrolyte ions at the water/ 1, 2 -dichloroethane (<b>DCE)</b> electrochemical <b>interface</b> has been examined by {{total internal reflection}} second harmonic generation (TIR SHG). TIR SHG experiments provide the first direct optical measurements of the {{accumulation of}} the base electrolytes, tetraphenylarsonium (Ph 4 As+) and tetraphenylborate (Ph 4 B-), in the interfacial region between two immiscible electrolyte solutions (ITIES). The standard Galvani potential for ion transfer across the water/DCE interface for the tetrabutylammonium (TBA+) is measured from the SHG data. Using the Ph 4 As+ ion as a reference, a value of 219 (5 mV is determined for TBA+. In addition, optically determined potential-dependent concentration profiles for the Ph 4 As+ and Ph 4 B- ions are correlated with the modified Verwey-Niessen model for surface excess. Results suggest that less than 10 % of the potential drop across the water/DCE interface occurs in the organic phase. I...|$|R
40|$|Silver {{particles}} {{have been}} deposited at externally polarised 1, 2 -dichloroethane (<b>DCE)</b> /water <b>interfaces</b> supported {{at the tip}} of micro- and nanopipettes. The electrochemical process involved the reduction of silver ion in the aqueous phase by an organic-phase electron donor (butylferrocene). The silver nucleation and growth process was investigated using potential step chronoamperometry, and the resulting current-time transients were analysed to extract nucleus numbers. At larger pipettes, with diameters of several micrometers, multi-particle nucleation was observed and optical microscopy provided direct evidence for metal electrodeposition at the liquid/liquid interface. For pipettes with radii of 0. 5 mum or smaller, the current-time behaviour was consistent with single particle generation. Under some conditions, detachment of the particle from the liquid/liquid interface was inferred from the current-time characteristics. and it is suggested that controlled-detachment from micropipettes could provide a method for the deposition of small metal structures on surfaces. (C) 2003 Elsevier B. V. All rights reserved...|$|R
40|$|The {{mechanism}} of the Brust–Schiffrin gold nanoparticle synthesis has been investigated {{through the use of}} ion transfer voltammetry at the water/ 1, 2 -dichloroethane (<b>DCE)</b> solution <b>interface,</b> combined with X-ray absorption fine structure (XAFS) of the reaction between [AuCl 4]− and thiol (RSH) in homogeneous toluene (TL) solution. Ion transfer calculations indicate the formation of [AuCl 2]− at RSH/Au ratios from 0. 2 – 2 with a time-dependent variation observed over several days. At RSH/Au ratios above 2 and after time periods greater than 24 h, the formation of Au(I) SR is also observed. The relative concentrations of reaction products observed at the liquid/liquid interface are in excellent agreement with those observed by XAFS for the corresponding reaction in a single homogeneous phase. BH 4 – ion transfer reactions between water and DCE indicate that the reduction of [AuCl 4]− or [AuCl 2]− to Au nanoparticles by BH 4 – proceeds in the bulk organic phase. On the other hand, BH 4 – was unable to reduce the insoluble [Au(I) SR]n species to Au nanoparticles. The number and size of the nanoparticles formed was dependent on the concentration ratio of RSH/Au, as well as the experimental duration because of the competing formation of the [Au(I) SR]n precipitate. Higher concentrations of nanoparticles, with diameters of 1. 0 – 1. 5 nm, were formed at RSH/Au ratios from 1 to 2...|$|R
40|$|Hexanethiolate monolayer-protected gold {{nanoclusters}} (MPCs) {{were used}} as redox quenchers at the polarizable water/ 1, 2 -dichloroethane (<b>DCE)</b> <b>interface.</b> Photocurrent responses originating from the heterogeneous quenching of photoexcited water soluble porphyrin complexes by MPCs dissolved in the DCE phase were observed. As MPCs can function as both electron acceptors and donors, the photocurrent results from the superposition of two simultaneous processes, which correspond to the oxidation and reduction of MPCs. The magnitude of the net photocurrent is essentially determined by {{the balance of the}} kinetics of these two processes, which can be controlled by tuning the Galvani potential difference between the two phases. We show that, within the available potential window, the apparent electron-transfer rate constants follow classical Butler−Volmer dependence on the applied potential difference...|$|E
40|$|IrCl 62 - ion {{transfer}} (IT) across a native water/ 1, 2 -dichloroethane (<b>DCE)</b> <b>interface</b> {{has been investigated}} using microelectrode measurements at expanding droplets and scanning electrochemical microscopy (SECM). The interfacial potential drop was controlled by ClO 4 - ion in each phase, which also maintained charge neutrality during IrCl 62 - IT. IrCl 62 - transferred across the interface with an apparent transfer coefficient of 0. 63 +/- 0. 05. SECM-double potential step chronoamperometry was used to study the effect of L-alpha-phosphatidylethanolamine, dilauroyl on the transfer of IrCl 62 - from water to the DCE phase. The phospholipid was found to significantly diminish the rate of IT, with the retardation effect dependent on the interfacial phospholipid concentration. Kinetic data obtained from these studies were successfully explained using a simple energy barrier model...|$|E
40|$|Next-generation {{telecommunication}} software must {{be flexible}} and reusable. These requirements motivate {{the use of}} object-oriented (OO) middleware like the Common Object Request Broker Architecture (CORBA). However, many existing telecommunication software products have already been written using the Distributed Computing Environment (DCE) RPC toolkit. To reduce porting effort and to minimize unnecessary rework, {{it is essential to}} provide a smooth migration path from DCE to CORBA. This paper provides two contributions to the study of migration strategies from DCE to CORBA. First, we describe a migration tool we developed that provides source-level interoperability between DCE RPC and CORBA. Our tool automatically translates <b>DCE</b> <b>Interface</b> Definition Language (IDL) into CORBA IDL and generates code that integrates existing DCE-based code with stubs and skeletons generated by CORBA IDL compilers. Second, we present our lessons learned applying this migration tool to a project at Bellcore. [...] ...|$|E
40|$|At the 1, 2 -dichloroethane (DCE) | water (W) {{interface}} {{upon the}} addition of a monocationic membrane-potential-sensitive dye, 3, 3 '-diethyloxacarbocyanine {diOC 2 (3) }, an extraordinarily large voltammetric wave, was observed. This was probably due to a facilitated transfer of the supporting-electrolyte cation in W (i. e., Li+, Na+, K+, Mg 2 +, Ca 2 +). In order to explain the mechanism, we also carried out a determination of the double-layer capacity of the interface by ac voltammetry and potential-modulated fluorescence (PMF) spectroscopy measurements. The results have suggested that monocationic diOC 2 (3) and the supporting-electrolyte anion in DCE {tetrakis(4 -chlorophenyl) borate} are co-adsorbed (probably in multilayers) at the <b>DCE</b> | W <b>interface</b> and, into the adsorption layer, the above cations of small sizes are intercalated, and thus transferred more easily. This facilitation effect is more significant for alkali-earth metal ions than for the alkali metal ions. A possible application has been suggested concerning the voltammetric or fluorescence determination of Mg 2 + and/or Ca 2 + (e. g., water hardness analysis). 　　　　　　モノカチオン型の膜電位感受性色素 3, 3 '-ジエチルオキサカルボシアニン｛diOC 2 (3) ｝を添加した 1, 2 -ジクロロエタン（DCE）｜水（W）界面において，水相中の支持電解質カチオン（Li＋, Na＋, K＋, Mg 2 ＋, Ca 2 ＋）の促進移動と思われる異常に大きなボルタンメトリー波が観察された．このメカニズムを解明するため，交流ボルタンメトリーによる界面の電気二重層容量の測定，及び電位変調蛍光分光測定を行った．その結果，diOC 2 (3) と油相中の支持電解質アニオン｛テトラキス（ 4 -クロロフェニル）ホウ酸｝がDCE｜W界面に共吸着し，その吸着層にイオンサイズの小さいカチオンがインターカレーションされ，移動が容易になると推察された．この促進効果はアルカリ金属よりもアルカリ土類金属の方が顕著であった...|$|R
40|$|A {{numerical}} model for scanning electrochemical microscopy (SECM) double potential step chronoamperometry (DPSC) {{has been developed}} and examined experimentally. The concept of this new mode of SECM is to generate a reactant in an initial potential step at a tip ultramicroelectrode (UME) positioned close to a target interface. The electrogenerated species diffuses from the tip to the interface, where it may bl: involved in a chemical process. The reactant is subsequently collected by electrolysis in a second potential step, and {{the form of the}} corresponding current-time curve provides :information {{on the nature of the}} interaction between the initial tip-generated species and the interface. If the species is consumed in an irreversible interfacial process, the current flow during the second potential step is less than when the interface is inert with respect to the species of interest. The theoretical predictions are first examined with DPSC studies on the electrogeneration and collection of ferricyanide ions from aqueous ferrocyanide solutions, at a tip positioned close to aqueous/glass, aqueous/ 1, 2 -dichloroethane (<b>DCE),</b> and aqueous/air <b>interfaces,</b> as mod-l examples of inert liquid/solid, liquid/liquid, and liquid/gas interfaces. The case of an active interfacial process is illustrated through studies of the electrogeneration and collection of Br- 2, from aqueous sulfuric acid solutions of potassium bromide, at a tip positioned close to aqueous/DCE and aqueous/air interfaces. The transfer of Br- 2 across these interfaces is found to be irreversible and effectively diffusion-controlled on the SECM rime scale, putting a lower limit on the interfacial transfer rate constant of 0. 5 cm s(- 1). The experiments carried out at aqueous/air interfaces represent the first demonstration that SECM can be used to probe liquid/gas interfaces, thereby further diversifying the range of novel environments that can be studied with this instrument...|$|R
